4.14     -258.698580
4.18     -258.892508
4.22     -259.078929
4.27     -259.278478
4.32     -259.423552
4.36     -259.510670
4.41     -259.599442
4.45     -259.633318
4.49     -259.624728
4.54     -259.589293
4.59     -259.540808
4.63     -259.473430
4.68     -259.382151
4.72     -259.303931
4.76     -259.215695
4.81     -259.085306
4.86     -258.948486
4.90     -258.833528
4.95     -258.665533
